교육청,소재구,학교명,홈페이지 주소,설립,우편번호,주소,전화번호,1학년 학급수,2학년 학급수,3학년 학급수,4학년 학급수,5학년 학급수,6학년 학급수,복식 학급수,특수 학급수,1학년 학생수 계,1학년 여학생 수,2학년 학생수 계,2학년 여학생 수,3학년 학생수 계,3학년 여학생 수,4학년 학생수 계,4학년 여학생 수,5학년 학생수 계,5학년 여학생 수,6학년 학생수 계,6학년 여학생 수,복식 학급 학생수 계,복식 학급 여학생수,특수 학급 학생수 계,특수 학급 여학생수,학급당 평균 학생수,교원수 계,여교원수 계,정규 교원수 계,정규 여교원수,기간제 교원수 계,기간제 여교원수,직원수,여직원수,보통 교실 수,비고
강서,강서구,서울등촌초등학교,http://www.deungchon.es.kr,공립,157-836,서울특별시 강서구 등촌로39길 71 (등촌동등촌초등학교),02-2653-9374,4,5,4,5,5,6,0,0,108,52,110,44,85,49,130,66,138,67,141,70,0,0,0,0,24.6,44,38,43,37,1,1,5,2,34,
강서,강서구,서울등현초등학교,http://www.deunghyun.es.kr,공립,157-930,서울특별시 강서구 화곡로65길 124 (등촌동등현초등학교),02-2658-7851,5,5,4,5,5,6,0,0,142,76,123,50,113,49,128,66,128,54,127,50,0,0,0,0,25.4,51,46,48,43,3,3,5,2,30,
강서,양천구,서울목동초등학교,http://www.smd.es.kr,공립,158-849,서울특별시 양천구 목동동로12길 12 (신정동서울목동초등학교),02-2645-6356,8,7,7,7,8,9,0,2,207,105,176,90,178,83,201,102,220,107,245,127,0,0,9,0,25.8,68,59,68,59,0,0,6,3,48,
강서,양천구,서울목운초등학교,http://www.mogun.es.kr,공립,158-050,서울특별시 양천구 목동동로 235 서울목운초등학교,02-2061-5212,8,7,7,8,9,9,0,1,265,139,230,105,242,118,279,127,286,131,279,132,0,0,6,5,32.4,71,65,69,63,2,2,4,2,48,
강서,양천구,서울목원초등학교,http://www.mokwon.ne.kr/,공립,158-050,서울특별시 양천구 목동중앙로 204 (목동목원초등학교),02-2643-5771,2,3,3,4,4,4,2,0,49,25,61,30,68,26,81,45,91,46,101,48,9,3,0,0,20.9,39,35,37,33,2,2,5,3,25,
강서,강서구,서울발산초등학교,http://www.balsan.es.kr,공립,157-703,서울특별시 강서구 강서로45길 113 (내발산동발산초등학교),02-2664-7502,8,7,7,8,8,8,0,2,210,107,190,88,186,96,211,103,206,105,219,109,0,0,8,3,25.6,70,63,70,63,0,0,6,2,49,
강서,강서구,서울방화초등학교,http://www.banghwa.es.kr,공립,157-853,서울특별시 강서구 양천로6길 92 (방화동),02-2663-2421,5,5,5,5,6,5,0,0,127,52,119,55,108,63,122,65,133,71,111,53,0,0,0,0,23.2,46,39,44,37,2,2,5,3,31,
강서,강서구,서울백석초등학교,http://www.bsbs.es.kr,공립,157-841,서울특별시 강서구 공항대로 491 (등촌동백석초등학교),02-3661-3237,5,5,5,5,6,5,0,0,122,55,116,52,126,68,114,55,141,69,125,69,0,0,0,0,24,51,43,51,43,0,0,4,3,31,
강서,강서구,서울삼정초등학교,http://www.esamjeong.es.kr,공립,157-855,서울특별시 강서구 금낭화로 222 (방화동삼정초등학교),02-2661-2273,3,2,2,3,2,2,0,1,56,29,48,19,38,17,70,36,41,15,40,16,0,0,5,1,19.9,25,18,25,18,0,0,4,3,16,
강서,양천구,서울서정초등학교,http://www.sj.es.kr,공립,158-050,서울특별시 양천구 목동로8길 19  927-5 (목동서울서정초등학교),02-2648-7003,6,5,6,5,6,6,0,0,137,66,123,71,148,66,133,58,159,66,158,82,0,0,0,0,25.2,51,47,50,46,1,1,5,3,37,
강서,강서구,서울송정초등학교,http://sjes.es.kr,공립,157-811,서울특별시 강서구 공항대로3길 18 (공항동송정초등학교),02-2662-0016,7,5,5,6,7,7,0,2,168,83,110,56,127,58,153,71,163,75,167,80,0,0,9,2,23,55,48,53,47,2,1,5,2,39,
강서,강서구,서울송화초등학교,http://www.songhwa.es.kr,공립,157-846,서울특별시 강서구 방화대로 340  34길 2 (방화동),02-2665-7093,7,7,6,8,8,7,0,1,187,90,160,72,162,87,189,88,195,87,178,91,0,0,4,1,24.4,64,56,63,55,1,1,4,3,51,
강서,강서구,서울수명초등학교,http://sumyeong.es.kr/,공립,157-937,서울특별시 강서구 수명로1길 84 (내발산동서울수명초등학교),070-4060-8046,8,9,8,8,8,7,0,1,269,146,282,130,237,119,249,116,242,123,215,115,0,0,5,0,30.6,69,54,69,54,0,0,4,3,49,
강서,양천구,서울신강초등학교,http://singang.es.kr,공립,158-834,서울특별시 양천구 중앙로55길 72  서울신강초등학교 (신월동서울신강초등학교),02-2608-2567,5,5,6,5,5,5,0,2,116,56,113,63,133,66,110,48,117,60,133,74,0,0,5,0,22,49,40,48,39,1,1,5,3,33,
강서,강서구,서울신곡초등학교,http://sg.es.kr,공립,157-894,서울특별시 강서구 등촌로13자길 42-14 (화곡동신곡초등학교),02-2643-2248,7,6,6,6,6,6,0,0,171,87,138,64,146,72,141,67,154,77,153,63,0,0,0,0,24.4,55,51,55,51,0,0,5,2,40,
강서,양천구,서울신기초등학교,http://www.seoulsingi.es.kr,공립,158-070,서울특별시 양천구 신정로 292 (신정동서울신기초등학교),02-2601-1594,6,5,5,5,5,5,0,0,130,54,127,56,118,55,106,43,137,72,111,53,0,0,0,0,23.5,43,41,43,41,0,0,7,4,37,
강서,양천구,서울신남초등학교,http://www.ssn.es.kr,공립,158-842,서울 양천구 절골8길 33 (신월동서울신남초등학교),02-2697-5822,3,3,2,2,3,2,0,1,53,25,63,39,46,23,54,31,69,31,53,17,0,0,4,0,21.4,27,22,27,22,0,0,5,2,22,
강서,양천구,서울신목초등학교,http://sinmoc.es.kr,공립,158-852,서울특별시 양천구 신목로5길 11-6 (신정동서울신목초등학교),02-2649-8497,5,4,6,7,7,8,0,2,135,60,104,53,139,65,192,90,175,82,194,78,0,0,9,4,24.3,56,50,56,50,0,0,5,2,39,
강서,양천구,서울신서초등학교,http://www.sinseo.es.kr,공립,158-070,서울특별시 양천구 목동서로10길 35 (신정동신서초등학교),02-2648-0878,7,6,7,8,9,9,0,0,175,85,162,77,175,83,198,104,235,118,239,117,0,0,0,0,25.7,72,68,72,68,0,0,6,3,46,
강서,양천구,서울신원초등학교,http://www.shinwon.es.kr,공립,158-830,서울특별시 양천구 남부순환로58길 32 (신월동서울신원초등학교),02-2608-4675,4,3,4,4,4,4,0,2,99,52,73,36,82,40,90,34,92,40,87,40,0,0,10,3,21.3,44,38,44,38,0,0,6,3,25,
강서,강서구,서울신월초등학교,http://www.ssinwol.es.kr,공립,157-925,서울특별시 강서구 강서로31길 48 (화곡동신월초등학교),02-2699-4785,6,4,5,6,6,7,0,2,140,69,108,53,125,64,138,64,138,71,164,70,0,0,10,3,22.9,55,48,55,48,0,0,4,3,34,
강서,양천구,서울신은초등학교,http://se.es.kr,공립,158-070,서울특별시 양천구 신정이펜2로 30  (신정동),070-4394-7101,7,6,5,5,5,7,0,1,160,83,180,90,145,74,149,74,130,60,149,74,0,0,7,0,25.6,52,42,51,42,1,0,5,3,36,
강서,강서구,서울신정초등학교,http://sinjeong.es.kr,공립,157-904,서울특별시 강서구 곰달래로31가길 27 (화곡동),02-2602-3940,14,13,11,13,15,14,0,2,370,184,349,191,306,148,338,165,396,181,369,165,0,0,10,1,26.1,114,93,112,91,2,2,8,3,87,
강서,양천구,서울양강초등학교,www.yanggang.es.kr/,공립,158-838,서울특별시 양천구 오목로 101 (신월동기계실),02-2698-1214,5,4,5,5,4,4,0,0,129,78,93,50,115,59,128,60,107,50,101,47,0,0,0,0,24.9,41,36,41,36,0,0,5,2,27,
강서,양천구,서울양동초등학교,http://www.yang-dong.es.kr,공립,158-871,서울특별시 양천구 오목로23길 24 (신정동서울양동초등학교),02-2602-5101,4,4,3,4,4,4,0,2,77,33,83,45,60,31,76,35,76,35,89,40,0,0,7,2,18.7,39,36,38,35,1,1,5,2,25,
강서,양천구,서울양명초등학교,http://www.yangmyung.es.kr,공립,158-070,서울특별시 양천구 중앙로 204 (신정동양명초등학교),02-2646-1598,2,3,2,3,4,3,0,1,47,22,55,29,50,22,57,26,81,39,72,39,0,0,3,0,20.3,28,23,28,23,0,0,5,3,17,
강서,양천구,서울양목초등학교,http://yangmok.es.kr,공립,158-860,서울특별시 양천구 목동로11길 30 (신정동서울양목초등학교),02-2603-3405,7,7,6,8,7,6,0,2,160,79,170,100,147,70,181,82,173,88,148,68,0,0,14,5,23.1,60,55,60,55,0,0,7,3,46,
강서,양천구,서울양원초등학교,www.yangwon.es.kr,공립,158-823,서울특별시 양천구 화곡로 16 (신월동서울양원초등학교),02-2696-6357,3,2,2,2,3,3,0,1,47,22,34,15,47,25,46,23,59,24,77,37,0,0,5,1,19.7,30,24,30,24,0,0,5,3,20,
강서,강서구,서울양천초등학교,http://www.yangcheun.es.kr,공립,157-802,서울특별시 강서구 양천로 329 (가양동양천초등학교),02-3663-0006,4,4,3,4,5,5,0,0,105,49,84,36,70,39,89,40,105,44,112,61,0,0,0,0,22.6,37,30,37,30,0,0,5,3,25,
강서,양천구,서울양화초등학교,http://www.yanghwa.es.kr,공립,158-809,서울특별시 양천구 목동중앙북로16길 57 (목동서울양화초등학교),02-2646-3510,7,5,6,6,7,6,0,2,179,82,124,60,144,68,156,74,163,87,161,77,0,0,10,6,24,55,47,55,47,0,0,6,3,39,
강서,강서구,서울염강초등학교,http://yk.es.kr,공립,157-200,서울특별시 강서구 허준로 221-22  서울염강초등학교 (가양동염강초등학교),02-2659-4984,2,1,2,2,2,2,0,2,45,23,24,9,33,18,24,10,24,14,36,17,0,0,6,1,14.8,24,21,24,21,0,0,3,1,13,
강서,강서구,서울염경초등학교,http://www.yeomkyoung.es.kr/,공립,157-859,서울특별시 강서구 양천로69길 49 (염창동서울염경초등학교),02-3662-0773,6,6,6,6,6,7,0,0,155,79,183,96,172,84,173,72,185,96,171,87,0,0,0,0,28.1,57,50,57,50,0,0,6,1,37,
강서,강서구,서울염동초등학교,http://www.yeomdong.es.kr,공립,157-859,서울특별시 강서구 양천로73길 17 (염창동 서울염동초등학교),02-3664-1671,7,6,6,6,8,6,0,0,208,99,165,86,169,78,159,81,191,105,153,66,0,0,0,0,26.8,62,54,61,53,1,1,5,3,39,
강서,강서구,서울염창초등학교,http://www.yeomchang.es.kr,공립,157-863,서울특별시 강서구 양천로 646-28  염창초등학교 (염창동염창초등학교),02-3664-0492,7,5,6,7,6,7,0,2,174,87,129,69,154,84,162,85,146,60,167,82,0,0,11,2,23.6,58,48,57,47,1,1,5,3,40,
강서,양천구,서울영도초등학교,http://www.youngdo.es.kr,공립,158-875,서울특별시 양천구 목동중앙로 70  서울영도초등학교 (목동서울영도초등학교),02-2647-2387,7,7,7,9,9,10,0,0,188,93,194,86,193,84,246,111,242,118,264,127,0,0,0,0,27.1,74,65,72,63,2,2,8,5,51,
강서,강서구,서울우장초등학교,http://www.ujang.es.kr,공립,157-010,서울특별시 강서구 화곡로 263 (화곡동우장초등학교),02-2603-9989,4,4,4,4,4,4,0,0,101,44,75,29,93,48,95,47,92,48,97,43,0,0,0,0,23,38,33,38,33,0,0,5,3,24,
강서,강서구,서울월정초등학교,www.woljung.es.kr,공립,157-884,서울특별시 강서구 월정로 176 (화곡동월정초등학교),02-2694-2006,9,8,8,9,10,9,0,0,228,110,210,94,201,98,234,124,253,128,224,112,0,0,0,0,25.5,84,72,83,71,1,1,8,4,61,
강서,양천구,서울월촌초등학교,http://www.swc.es.kr,공립,158-873,서울특별시 양천구 목동중앙로 132 (목동서울월촌초등학교),02-2647-3666,6,6,6,8,9,8,0,0,188,99,180,87,165,73,218,101,248,133,225,109,0,0,0,0,28.5,65,58,65,58,0,0,7,5,43,
강서,양천구,서울은정초등학교,http://www.eunjung.es.kr,공립,158-070,서울특별시 양천구 목동남로 85 서울은정초등학교,02-2645-6871,2,2,2,3,3,4,0,2,46,30,48,25,46,20,54,31,71,40,82,37,0,0,6,2,19.6,31,25,31,25,0,0,5,3,18,
강서,양천구,서울장수초등학교,www.jangsoo.es.kr,공립,158-865,서울특별시 양천구 신정로13가길 30 (신정동서울장수초등학교),02-2696-0906,4,4,3,4,4,5,0,0,98,51,88,47,79,40,92,48,99,53,110,52,0,0,0,0,23.6,38,32,36,31,2,1,6,4,27,
강서,강서구,서울정곡초등학교,http://www.jk.es.kr,공립,157-220,서울특별시 강서구 방화대로50길 22 (방화동정곡초등학교),02-2666-6442,2,3,3,3,3,3,0,1,50,24,62,31,66,29,58,32,62,31,60,38,0,0,6,3,20.2,32,27,31,26,1,1,5,3,19,
강서,양천구,서울정목초등학교,http://www.jeongmok.es.kr,공립,158-817,서울특별시 양천구 목동중앙로3길 30-10 (목동서울정목초등학교),02-2644-0840,7,7,8,10,9,11,0,0,187,80,163,80,214,109,240,106,239,115,288,138,0,0,0,0,25.6,73,65,73,65,0,0,7,3,61,
강서,양천구,서울지향초등학교,http://www.jihyang.es.kr,공립,158-865,서울특별시 양천구 신정로11길 74 (신정동지향초등학교),02-2066-1187,5,5,5,6,6,6,0,0,125,60,135,59,130,57,156,78,139,69,161,82,0,0,0,0,25.6,51,42,51,42,0,0,5,3,33,
강서,강서구,서울치현초등학교,http://www.chihyeon.es.kr,공립,157-857,서울특별시 강서구 방화대로47길 43 서울치현초등학교,02-2661-6272,6,6,6,6,6,5,0,0,173,80,153,88,151,79,147,58,145,75,120,58,0,0,0,0,25.4,50,42,50,42,0,0,5,3,35,
강서,강서구,서울탑산초등학교,http://top.es.kr,공립,157-807,서울특별시 강서구 허준로 109 (가양동탑산초등학교),02-2659-5101,4,4,4,4,4,4,0,2,107,51,107,52,93,37,96,49,93,55,76,33,0,0,8,3,22.3,45,39,43,37,2,2,4,3,29,
강서,강서구,서울화곡초등학교,http://www.hwagok.es.kr,공립,157-866,서울특별시 강서구 초록마을로 28 화곡동화곡초등학교,02-2699-3328,7,7,6,6,8,7,0,2,187,102,167,69,157,69,151,81,185,65,174,81,0,0,12,2,24,69,61,65,57,4,4,5,3,48,
강서,강서구,서울화일초등학교,http://hwail.es.kr,공립,157-871,서울특별시 강서구 까치산로10길 70 (화곡동서울화일초등학교),02-2603-6502,7,6,7,8,7,7,0,0,182,97,153,66,163,65,188,97,165,83,175,82,0,0,0,0,24.4,62,57,60,55,2,2,9,5,46,
강서,강서구,유석초등학교,http://www.yooseok.es.kr,사립,157-030,서울특별시 강서구 화곡로69길 9 (등촌동유석초등학교),02-3661-6718,2,2,2,2,2,2,0,0,60,30,60,28,59,29,46,26,46,21,56,19,0,0,0,0,27.3,15,6,15,6,0,0,6,3,12,
강남,서초구,서울교육대학교부설초등학교,http://ps.snue.ac.kr/,국립,137-742,서울특별시 서초구 서초중앙로 96 (서초동서울교대초등학교),02-3475-2590,4,4,4,5,5,5,0,1,95,48,95,49,95,50,103,48,120,60,126,65,0,0,5,1,22.8,36,19,36,19,0,0,2,0,28,
강남,강남구,서울개원초등학교,http://www.gaewon.es.kr,공립,135-810,서울특별시 강남구 선릉로 29 (개포동개원초등학교),02-574-3587,3,2,3,3,3,4,0,1,58,37,51,25,60,22,64,29,60,25,105,54,0,0,8,6,21.4,35,34,34,33,1,1,5,3,30,
강남,강남구,서울개일초등학교,http://www.gaeil.es.kr,공립,135-800,서울특별시 강남구 개포로 401  개일초등학교 (개포동개일초등학교),02-571-8321,6,4,5,5,6,4,0,0,154,75,112,54,120,55,124,68,160,86,113,61,0,0,0,0,26.1,47,41,47,41,0,0,6,3,30,
강남,강남구,서울개포초등학교,http://www.kaepo.es.kr,공립,135-804,서울특별시 강남구 영동대로3길 45 (개포동개포초등학교),02-445-9321,1,2,2,1,3,1,0,2,18,7,34,14,29,12,22,13,44,26,21,11,0,0,10,2,14.8,26,21,24,19,2,2,4,2,14,
강남,강남구,서울구룡초등학교,http://www.kuryong.es.kr,공립,135-808,서울특별시 강남구 개포로 263 (개포동구룡초등학교),02-573-5017,4,4,3,4,4,6,0,1,84,40,84,38,81,49,104,48,95,41,147,54,0,0,4,1,23,45,42,43,40,2,2,5,3,31,
강남,강남구,서울논현초등학교,http://www.nonhyun.es.kr/,공립,135-825,서울특별시 강남구 강남대로120길 33 (논현동논현초등학교),02-514-6636,3,3,3,3,3,3,0,2,69,37,65,29,59,29,60,30,57,25,60,33,0,0,10,7,19,36,30,34,28,2,2,4,2,27,
강남,강남구,서울대곡초등학교,http://www.seouldaegok.es.kr,공립,135-837,서울특별시 강남구 남부순환로 3022  510번지  (대치동대곡초등학교),02-565-1942,6,5,5,6,9,8,0,1,151,65,132,61,138,64,167,77,254,129,224,98,0,0,2,1,26.7,62,57,60,56,2,1,5,2,42,
강남,강남구,서울대도초등학교,http://www.s-daedo.es.kr,공립,135-505,서울특별시 강남구 선릉로 209 (도곡동서울대도초등학교),02-3462-6784,8,7,8,9,10,10,0,0,264,130,242,118,278,125,305,142,319,151,349,168,0,0,0,0,33.8,78,74,76,72,2,2,6,3,52,
강남,강남구,서울대모초등학교,http://www.daemo.es.kr,공립,135-230,서울특별시 강남구 광평로20길 27 일원동 서울대모초등학교,02-2226-3715,5,5,5,5,6,6,0,0,157,77,146,74,153,69,178,83,189,91,163,80,0,0,0,0,30.8,56,51,55,50,1,1,5,3,32,
강남,강남구,서울대왕초등학교,http://www.Daewang.es.kr,공립,135-190,서울특별시 강남구 헌릉로618길 8 (세곡동대왕초등학교),02-3412-0122,6,4,4,4,4,5,0,2,168,88,124,47,109,61,105,42,120,63,110,58,0,0,7,1,25.6,53,46,51,44,2,2,4,3,29,
강남,강남구,서울대진초등학교,http://www.seouldaejin.es.kr,공립,135-939,서울특별시 강남구 개포로109길 74 (개포동대진초등학교),02-3412-0472,3,2,3,3,3,3,0,2,64,29,48,25,51,26,64,25,74,32,65,35,0,0,13,5,19.9,37,30,34,29,3,1,5,3,19,
강남,강남구,서울대청초등학교,http://www.daecheong.es.kr,공립,135-938,서울특별시 강남구 양재대로55길 28 (일원동대청초등학교),02-459-2152,2,2,2,2,2,2,0,1,37,21,47,27,27,12,39,20,31,16,28,15,0,0,6,3,16.5,24,22,24,22,0,0,4,3,12,
강남,강남구,서울대치초등학교,http://www.daechi.es.kr,공립,135-280,서울특별시 강남구 양재천로 363  서울대치초등학교 (대치동대치초등학교),02-555-2455,4,5,5,7,8,10,0,0,90,36,111,53,111,51,183,82,207,101,238,101,0,0,0,0,24.1,60,54,60,54,0,0,8,5,45,
강남,강남구,서울대현초등학교,http://www.daehyun-e.es.kr,공립,135-848,서울특별시 강남구 역삼로98길 16 (대치동대현초등학교),02-553-6922,3,3,4,4,5,6,0,2,74,36,67,34,102,43,108,47,138,53,150,71,0,0,8,0,24,54,51,54,51,0,0,6,2,31,
강남,강남구,서울도곡초등학교,http://dogok.es.kr,공립,135-998,서울특별시 강남구 선릉로64길 33 (대치동도곡초등학교),02-567-3280,5,4,4,5,6,6,0,1,116,53,110,53,104,51,134,56,136,52,139,58,0,0,8,3,24.1,49,45,48,44,1,1,5,3,41,
강남,강남구,서울도성초등학교,http://www.seouldoseong.es.kr,공립,135-919,서울특별시 강남구 역삼로 313 (역삼동도성초등학교),02-567-0039,7,7,7,7,7,7,0,1,251,115,239,125,257,123,269,144,275,127,256,127,0,0,4,0,36.1,62,60,62,60,0,0,5,4,43,
강남,서초구,서울매헌초등학교,http://www.maeheon.es.kr,공립,137-896,서울특별시 서초구 언남길 8 (양재동서울매헌초등학교),02-578-9767,5,5,5,6,5,5,0,0,138,66,111,56,136,61,153,84,133,64,148,72,0,0,0,0,26.4,49,43,47,42,2,1,5,4,31,
강남,서초구,서울반원초등학교,http://banwon.es.kr/,공립,137-909,서울특별시 서초구 잠원로3길 28 (잠원동반원초등학교),02-599-5662,8,8,7,8,10,9,0,0,263,123,265,147,242,129,273,115,296,130,262,142,0,0,0,0,32,87,81,87,81,0,0,6,3,51,
강남,서초구,서울반포초등학교,http://www.seoulbanpo.es.kr,공립,137-040,서울특별시 서초구 신반포로 55-4  서울반포초등학교 (반포동반포초등학교),02-599-1349,4,5,5,7,8,8,0,0,123,63,140,58,137,65,176,83,203,84,211,99,0,0,0,0,26.8,59,55,59,55,0,0,7,6,37,
강남,서초구,서울방배초등학교,http://www.bangbae.es.kr,공립,137-838,서울특별시 서초구 방배중앙로13길 26 (방배동방배초등학교),02-595-9612,6,5,6,7,8,8,0,2,162,84,132,65,129,76,183,87,194,93,184,86,0,0,9,0,23.6,70,66,68,64,2,2,7,5,45,
강남,서초구,서울방일초등학교,http://bang-il.es.kr/,공립,137-815,서울특별시 서초구 방배로18길 52 (방배동방일초등학교),02-3472-5142,6,6,5,5,6,7,0,1,160,79,142,75,132,57,132,62,134,56,176,83,0,0,2,0,24.4,55,51,53,49,2,2,5,3,36,
강남,서초구,서울방현초등학교,http://www.banghyun.es.kr,공립,137-854,서울특별시 서초구 효령로4길 58 (방배동방현초등학교),02-521-9878,2,3,2,3,4,3,0,0,48,24,58,32,52,26,62,27,72,38,65,30,0,0,0,0,21,31,27,31,27,0,0,5,2,18,
강남,강남구,서울봉은초등학교,www.bongeun.es.kr,공립,135-866,서울특별시 강남구 학동로 610 (삼성동봉은초등학교),02-540-2892,4,4,4,4,4,5,0,0,115,54,94,40,87,39,101,50,101,40,107,46,0,0,0,0,24.2,46,42,46,42,0,0,5,3,27,
강남,강남구,서울삼릉초등학교,http://www.srng.es.kr,공립,135-868,서울특별시 강남구 봉은사로63길 22 (삼성동서울삼릉초등학교),02-545-4502,4,3,3,4,4,4,0,0,108,57,77,42,75,37,90,44,87,46,99,51,0,0,0,0,24.4,36,31,35,30,1,1,5,3,22,
강남,서초구,서울서래초등학교,http://www.seorae.es.kr/,공립,137-829,서울특별시 서초구 방배로 260 (방배동서래초등학교),02-595-7512,7,7,7,8,8,8,0,2,201,93,220,106,226,107,249,127,237,120,222,108,0,0,12,5,29.1,73,68,72,67,1,1,8,4,47,
강남,서초구,서울서원초등학교,http://www.seo-won.es.kr,공립,137-801,서울특별시 서초구 고무래로 63 (반포동서원초등학교),02-594-5151,6,6,6,7,6,6,0,2,198,108,166,78,173,80,189,89,165,69,165,81,0,0,18,4,27.5,58,55,58,55,0,0,5,3,39,
강남,서초구,서울서이초등학교,http://www.seo2.es.kr,공립,137-859,서울특별시 서초구 서운로 35 (서초동서이초등학교),02-3474-7021,9,7,7,7,7,7,0,0,239,117,191,97,190,90,209,99,184,91,184,75,0,0,0,0,27.2,67,62,67,62,0,0,5,3,44,
강남,서초구,서울서일초등학교,http://www.seoulseoil.es.kr,공립,137-865,서울특별시 서초구 남부순환로339길 38 (서초동서일초등학교),02-598-5013,4,4,4,4,4,3,0,1,90,45,109,58,81,42,95,42,99,47,82,41,0,0,4,1,23.3,38,36,37,35,1,1,4,3,24,
강남,서초구,서울서초초등학교,http://seocho.es.kr,공립,137-856,서울특별시 서초구 서운로 178 (서초동서초초등학교),02-3482-0831,6,5,4,5,6,5,0,1,135,57,117,61,111,52,113,58,149,79,128,61,0,0,2,1,23.6,56,54,53,51,3,3,5,4,34,
강남,강남구,서울세명초등학교,http://www.semyung.es.kr,공립,135-190,서울특별시 강남구 자곡로 55 서울세명초등학교,02-2040-0800,6,5,5,4,5,4,0,1,159,73,111,57,110,54,105,56,127,69,90,53,0,0,12,4,23.8,41,35,41,35,0,0,5,3,38,
강남,강남구,서울수서초등학교,http://www.suseo.es.kr,공립,135-884,서울특별시 강남구 광평로51길 46 (수서동수서초등학교),02-459-1334,4,3,3,3,3,3,0,1,86,44,46,24,62,39,50,21,57,34,58,26,0,0,4,0,18.2,36,33,35,32,1,1,5,3,20,
강남,강남구,서울신구초등학교,http://www.shingu.es.kr,공립,135-890,서울특별시 강남구 압구정로18길 28 (신사동신구초등학교),02-549-6812,4,4,4,4,4,4,0,1,98,50,82,40,100,44,107,55,102,49,91,50,0,0,0,0,23.2,39,38,38,37,1,1,5,3,26,
강남,서초구,서울신동초등학교,http://www.sindong.es.kr/,공립,137-907,서울특별시 서초구 나루터로 15 (잠원동신동초등학교),02-596-8555,7,7,6,7,9,9,0,0,242,119,236,117,212,95,265,124,272,130,273,139,0,0,0,0,33.3,71,68,70,67,1,1,5,3,45,
강남,서초구,서울신중초등학교,http://sinjung.es.kr/,공립,137-867,서울특별시 서초구 남부순환로317길 15 (서초동서울신중초등학교),02-521-2811,6,6,6,6,6,7,0,1,146,71,150,67,143,69,135,63,155,68,160,77,0,0,3,2,23.5,55,51,54,50,1,1,5,4,38,
강남,강남구,서울압구정초등학교,http://www.apgujong.es.kr/,공립,135-905,서울특별시 강남구 압구정로39길 29 (압구정동압구정초등학교),02-3446-9646,6,6,5,7,6,5,0,0,160,85,156,78,131,65,176,85,162,66,124,54,0,0,0,0,26,51,48,51,48,0,0,4,2,35,
강남,서초구,서울양재초등학교,http://www.yangjae.es.kr/,공립,137-891,서울특별시 서초구 바우뫼로18길 14 (양재동양재초등학교),02-573-4432,4,4,3,3,3,3,0,2,94,45,88,48,77,44,69,36,67,36,65,33,0,0,6,2,21.2,41,38,38,35,3,3,5,2,24,
강남,강남구,서울양전초등학교,http://yangjon.es.kr/,공립,135-993,서울특별시 강남구 개포로 513  서울양전초등학교,02-3411-8982,3,4,4,4,4,5,0,0,72,35,89,41,85,43,84,42,89,40,123,65,0,0,0,0,22.6,42,38,42,38,0,0,5,2,25,
강남,서초구,서울언남초등학교,www.eonnam.es.kr,공립,137-170,서울특별시 서초구 염곡안1길 25 (염곡동언남초등학교),070-8686-4104,3,2,2,3,2,2,0,2,27,8,23,11,18,10,33,14,24,9,21,12,0,0,8,4,9.6,31,27,30,26,1,1,3,2,16,
강남,강남구,서울언북초등학교,http://www.eonbuk.es.kr,공립,135-950,서울특별시 강남구 삼성로135길 42 (청담동언북초등학교),02-514-5981,9,8,8,9,8,7,0,2,329,145,295,131,284,129,345,170,281,136,244,106,0,0,8,2,35,79,74,75,70,4,4,5,1,51,
강남,강남구,서울언주초등학교,http://www.eonju.es.kr,공립,135-859,서울특별시 강남구 남부순환로363길 19 (도곡동언주초등학교),02-3462-5285,8,7,7,7,7,8,0,2,216,114,211,110,177,86,190,89,205,103,196,97,0,0,13,7,26.3,72,69,71,68,1,1,6,4,47,
강남,강남구,서울역삼초등학교,www.yeoksam.es.kr,공립,135-933,서울특별시 강남구 강남대로66길 21 (역삼동역삼초등학교),02-563-9168,3,3,3,3,4,4,0,2,78,37,65,33,72,26,67,25,86,38,87,44,0,0,6,3,21,43,40,40,38,3,2,4,3,26,
강남,강남구,서울영희초등학교,http://www.younghee.es.kr,공립,135-943,서울특별시 강남구 일원로 21 (일원동영희초등학교),02-2226-6016,3,3,2,3,3,3,0,2,66,37,61,30,55,32,66,32,70,34,74,40,0,0,10,1,21.2,34,31,34,31,0,0,5,2,27,
강남,강남구,서울왕북초등학교,http://www.wangbuk.es.kr,공립,135-886,서울특별시 강남구 광평로31길 74 (수서동왕북초등학교),02-451-5073,3,2,4,4,4,3,0,1,87,38,55,31,74,30,91,47,99,53,75,35,0,0,7,3,23.2,37,34,37,34,0,0,7,4,25,
강남,서초구,서울우면초등학교,http://woomyeon.es.kr,공립,137-901,서울특별시 서초구 태봉로 59 서울우면초등학교,02-2057-1671,7,7,6,5,4,4,0,1,188,88,182,98,159,88,149,80,118,54,111,57,0,0,9,3,26.9,52,45,48,43,4,2,6,4,34,
강남,서초구,서울우솔초등학교,http://www.woosol.es.kr,공립,137-140,서울특별시 서초구 양재대로2길 74 (우면동),02-3463-9069,6,5,4,5,3,4,0,1,157,84,128,62,116,49,117,58,74,43,92,50,0,0,4,3,24.6,42,39,42,39,0,0,5,3,30,
